data_acidente,tipo_via,dia_acidente,mes_acidente,ano_acidente,ano_e_mes,dia_da_semana,hora_acidente,turno,municipio,regiao_administrativa,logradouro,numero_KM,jurisdicao,administracao,conservacao,LAT_(GEO),LONG_(GEO),outro_veiculo_envolvido,veiculo_vitima,tipo_acidente,fatal
13.05.20,Vias Municipais,13,MAIO,2020,2020.05,QUARTA,19:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA VILA EMA,"2400,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23581653,-46553438,AUTOMOVEL,MOTOCICLETA,COLISAO,1
13.05.20,Vias Municipais,13,MAIO,2020,2020.05,QUARTA,21:17:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA ME,"1818,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23584194,-46576004,,MOTOCICLETA,CHOQUE,1
07.05.20,Vias Municipais,13,MAIO,2020,2020.05,QUINTA,21:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA GIOVANNI MARIO,"26,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23676325,-46647902,,MOTOCICLETA,OUTROS,1
12.12.19,NAO DISPONIVEL,12,MAIO,2020,2020.05,QUINTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
12.04.20,Vias Municipais,12,MAIO,2020,2020.05,DOMINGO,04:01:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JACU PESSEGO,"7157,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23550401,-4644653,,AUTOMOVEL,CHOQUE,1
10.05.20,Vias Municipais,10,MAIO,2020,2020.05,DOMINGO,01:26:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,PRACA CAMPO DE BAGATELLE,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23514687,-4662847,,MOTOCICLETA,CHOQUE,1
09.05.20,Vias Municipais,9,MAIO,2020,2020.05,SABADO,03:42:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA VINTE E TRES DE MAIO,"2310,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2358132,-46650308,AUTOMOVEL,MOTOCICLETA,COLISAO,1
09.05.20,Vias Municipais,9,MAIO,2020,2020.05,SABADO,13:19:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA ZACARIAS DIAS CORTES,"790,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2363615,-46753764,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
09.05.20,Vias Municipais,9,MAIO,2020,2020.05,SABADO,22:23:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ARICANDUVA,"4062,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23556215,-46516763,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
09.05.20,Vias Municipais,9,MAIO,2020,2020.05,SABADO,01:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,PRACA CAMPO DE BAGATELLE,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23513567,-46629272,,AUTOMOVEL,OUTROS,1
09.05.20,Vias Municipais,9,MAIO,2020,2020.05,SABADO,15:04:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DA BARONESA,"1000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23694122,-46762371,AUTOMOVEL,MOTOCICLETA,COLISAO,1
08.05.20,Rodovias,8,MAIO,2020,2020.05,SEXTA,05:05:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,SP 160,"12,0",ESTADUAL,CONCESSION\'c1RIA-ARTESP,ECOVIAS,"-23,657,059,469,612,000","-46,633,782,497,736,600",AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
08.05.20,Vias Municipais,8,MAIO,2020,2020.05,SEXTA,05:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,VIADUTO JACU PESSEGO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,CAMINHAO,AUTOMOVEL,COLISAO,1
06.05.20,Vias Municipais,6,MAIO,2020,2020.05,QUARTA,14:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PRESIDENTE WILSON,"1174,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23564093,-46606679,,CAMINHAO,CHOQUE,1
03.05.20,Vias Municipais,3,MAIO,2020,2020.05,DOMINGO,20:10:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DAS TAIPAS,"1499,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443216,-4673533,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
02.05.20,Vias Municipais,2,MAIO,2020,2020.05,SABADO,12:44:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JOSE PINHEIRO BORGES,"7685,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23525913,-46438689,,MOTOCICLETA,NAO DISPONIVEL,1
02.05.20,NAO DISPONIVEL,2,MAIO,2020,2020.05,SABADO,03:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,NAO DISPONIVEL,1
02.05.20,Vias Municipais,2,MAIO,2020,2020.05,SABADO,13:53:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA VILA EMA,"5812,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23596399,-46527455,AUTOMOVEL,MOTOCICLETA,OUTROS,1
02.05.20,Vias Municipais,2,MAIO,2020,2020.05,SABADO,14:10:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA CURUMATIM,"201,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23602612,-46449027,,MOTOCICLETA,CHOQUE,1
02.05.20,Vias Municipais,2,MAIO,2020,2020.05,SABADO,13:40:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA CELSO BETIM,"205,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23601528,-46436181,,MOTOCICLETA,OUTROS,1
01.05.20,Vias Municipais,1,MAIO,2020,2020.05,SEXTA,03:57:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA INAJAR DE SOUZA,"6200,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23453886,-4667412,,AUTOMOVEL,OUTROS,1
01.05.20,Vias Municipais,1,MAIO,2020,2020.05,SEXTA,03:57:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA INAJAR DE SOUZA,"6200,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23453886,-4667412,,AUTOMOVEL,OUTROS,1
01.05.20,NAO DISPONIVEL,1,MAIO,2020,2020.05,SEXTA,17:19:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,OUTROS,1
29.04.20,NAO DISPONIVEL,1,MAIO,2020,2020.05,QUARTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
30.04.20,Vias Municipais,30,ABRIL,2020,2020.04,QUINTA,14:30:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ANCHIETA,"1300,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23613014,-46600755,CAMINHAO,MOTOCICLETA,COLISAO,1
30.04.20,Vias Municipais,30,ABRIL,2020,2020.04,QUINTA,17:50:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CORONEL SEZEFREDO FAGUNDES,"5089,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23440805,-4659295,CAMINHAO,BICICLETA,COLISAO,1
29.04.20,Vias Municipais,29,ABRIL,2020,2020.04,QUARTA,22:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SANTA INES,"1781,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23464867,-46632645,ONIBUS,MOTOCICLETA,COLISAO,1
27.04.20,Rodovias,27,ABRIL,2020,2020.04,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,BR 381,"86,0",FEDERAL,CONCESSION\'c1RIA-ANTT,AUTOPISTA FERN\'c3O DIAS,"-23,466,400,295,928,100","-4,657,149,451,647,860",AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
27.04.20,Vias Municipais,27,ABRIL,2020,2020.04,SEGUNDA,16:30:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA OTAVIANO ALVES DE LIMA,"4000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23507026,-4669748,,AUTOMOVEL,CHOQUE,1
23.04.20,Vias Municipais,27,ABRIL,2020,2020.04,QUINTA,19:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA MOISES DE CORENA,"1401,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23593521,-46397396,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
27.04.20,Vias Municipais,27,ABRIL,2020,2020.04,SEGUNDA,00:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA VELHA DE ITAPECERICA,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23618829,-46758381,,MOTOCICLETA,NAO DISPONIVEL,1
25.04.20,Vias Municipais,26,ABRIL,2020,2020.04,SABADO,21:56:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA PIRAJUSSARA VALO VELHO,"302,0",MUNICIPAL,PREFEITURA,PREFEITURA,-236415,-46781185,,AUTOMOVEL,CHOQUE,1
26.04.20,Vias Municipais,26,ABRIL,2020,2020.04,DOMINGO,23:35:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA GUAVIRUTUBA,"417,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23683894,-46760885,,AUTOMOVEL,CHOQUE,1
25.04.20,Vias Municipais,25,ABRIL,2020,2020.04,SABADO,17:39:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA DAS GIESTAS,"636,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23596434,-46574114,,AUTOMOVEL,CHOQUE,1
24.04.20,Vias Municipais,24,ABRIL,2020,2020.04,SEXTA,18:50:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DAS NACOES UNIDAS,"13000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23611266,-46698076,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
23.04.20,Vias Municipais,23,ABRIL,2020,2020.04,QUINTA,00:17:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,PRACA DA REPUBLICA,"179,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23544024,-46644365,,PEDESTRE,ATROPELAMENTO,1
22.04.20,Vias Municipais,22,ABRIL,2020,2020.04,QUARTA,00:30:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA EDSON DANILO DOTTO,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,MOTOCICLETA,COLISAO,1
21.04.20,Vias Municipais,21,ABRIL,2020,2020.04,TERCA,14:30:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA VERGUEIRO,"6598,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23603708,-46614694,ONIBUS,PEDESTRE,ATROPELAMENTO,1
21.04.20,Vias Municipais,21,ABRIL,2020,2020.04,TERCA,07:32:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA JOAO ALVES PIMENTA,"321,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23481779,-46708852,,MOTOCICLETA,OUTROS,1
21.04.20,Vias Municipais,21,ABRIL,2020,2020.04,TERCA,06:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MIGUEL IGNACIO CURI,"400,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23544678,-46466926,,MOTOCICLETA,CHOQUE,1
20.04.20,Vias Municipais,20,ABRIL,2020,2020.04,SEGUNDA,13:23:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ARICANDUVA,"6040,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23574883,-46503428,CAMINHAO,MOTOCICLETA,COLISAO,1
09.04.20,Vias Municipais,20,ABRIL,2020,2020.04,QUINTA,20:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA PAULO ARENTINO,"429,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23437517,-46733807,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
18.04.20,Vias Municipais,20,ABRIL,2020,2020.04,SABADO,20:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ESCOLA POLITECNICA,"2395,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23561201,-46748606,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
19.04.20,Vias Municipais,19,ABRIL,2020,2020.04,DOMINGO,22:34:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA DOUTOR RAFAEL PARISI,"291,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23682639,-46648853,,MOTOCICLETA,OUTROS,1
07.04.20,Vias Municipais,19,ABRIL,2020,2020.04,TERCA,21:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA RANGEL PESTANA,"1530,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23545878,-46621913,,PEDESTRE,ATROPELAMENTO,1
19.04.20,Vias Municipais,19,ABRIL,2020,2020.04,DOMINGO,15:40:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA NADIR DIAS DE FIGUEIREDO,"1532,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23511422,-46594872,,MOTOCICLETA,CHOQUE,1
18.04.20,Vias Municipais,19,ABRIL,2020,2020.04,SABADO,22:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA AGUIA DE HAIA,"3600,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23514082,-46476676,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
18.04.20,Vias Municipais,18,ABRIL,2020,2020.04,SABADO,21:29:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA ABILIO PEDRO RAMOS,"687,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23460474,-46574502,AUTOMOVEL,AUTOMOVEL,COLISAO,1
16.04.20,Vias Municipais,17,ABRIL,2020,2020.04,QUINTA,22:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA ABILIO CESAR,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,NAO DISPONIVEL,NAO DISPONIVEL,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
17.04.20,Vias Municipais,17,ABRIL,2020,2020.04,SEXTA,18:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA ITAUNA,"556,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23517166,-46591593,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
07.03.20,Vias Municipais,16,ABRIL,2020,2020.04,SABADO,16:52:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA SABBADO DANGELO,"501,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23537856,-46448951,,AUTOMOVEL,OUTROS,1
14.04.20,Vias Municipais,16,ABRIL,2020,2020.04,TERCA,12:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA COSTA BARROS,"1046,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23596192,-46556285,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
15.04.20,Vias Municipais,15,ABRIL,2020,2020.04,QUARTA,09:50:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PRESIDENTE CASTELO BRANCO,"5700,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23520651,-46643717,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
15.04.20,NAO DISPONIVEL,15,ABRIL,2020,2020.04,QUARTA,16:25:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,BICICLETA,CHOQUE,1
11.04.20,Vias Municipais,13,ABRIL,2020,2020.04,SABADO,18:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA COMENDADOR SANTANNA,"203,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23668729,-46773068,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
13.04.20,Vias Municipais,13,ABRIL,2020,2020.04,SEGUNDA,00:15:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MORVAN DIAS DE FIGUEIREDO,"20,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23519311,-46615312,,MOTOCICLETA,COLISAO,1
13.04.20,Vias Municipais,13,ABRIL,2020,2020.04,SEGUNDA,12:55:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA MAGNOLIA AZUL,"267,0",MUNICIPAL,PREFEITURA,PREFEITURA,-235109,-46387485,,BICICLETA,OUTROS,1
11.04.20,Rodovias,12,ABRIL,2020,2020.04,SABADO,17:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,SP 330,"22,0",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-2,345,213,132,920,250","-4,678,671,196,998,730",AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
26.01.20,Vias Municipais,12,ABRIL,2020,2020.04,DOMINGO,14:30:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA SAO JOAO DO SABUGI,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23582703,-46565026,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
11.04.20,Vias Municipais,11,ABRIL,2020,2020.04,SABADO,14:33:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CANGAIBA,"22,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23519487,-46546439,,AUTOMOVEL,CHOQUE,1
10.04.20,NAO DISPONIVEL,10,ABRIL,2020,2020.04,SEXTA,06:27:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,OUTROS,1
04.04.20,Vias Municipais,9,ABRIL,2020,2020.04,SABADO,21:19:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA SADAMU INOUE,"600,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23778274,-46724055,AUTOMOVEL,MOTOCICLETA,COLISAO,1
06.04.20,Vias Municipais,8,ABRIL,2020,2020.04,SEGUNDA,21:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,USHIKICHI KAMIYA,"2374,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23438343,-46574401,,MOTOCICLETA,OUTROS,1
29.02.20,Vias Municipais,6,ABRIL,2020,2020.04,SABADO,19:48:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ZAKI NARCHI,"629,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23510974,-46620844,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
06.04.20,Vias Municipais,6,ABRIL,2020,2020.04,SEGUNDA,23:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,PONTE PIQUERI,"1,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23509732,-46705535,,PEDESTRE,ATROPELAMENTO,1
17.01.20,NAO DISPONIVEL,6,ABRIL,2020,2020.04,SEXTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,CAMINHAO,PEDESTRE,ATROPELAMENTO,1
06.04.20,Vias Municipais,6,ABRIL,2020,2020.04,SEGUNDA,06:30:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA ANA LUCIA DE AMICIS,"31,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23734869,-4677816,ONIBUS,MOTOCICLETA,COLISAO,1
06.04.20,Rodovias,6,ABRIL,2020,2020.04,SEGUNDA,07:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,BR 381,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
04.04.20,NAO DISPONIVEL,5,ABRIL,2020,2020.04,SABADO,23:42:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
05.04.20,Vias Municipais,5,ABRIL,2020,2020.04,DOMINGO,02:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA PAULO LORENZANI,"873,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23518983,-4655648,,AUTOMOVEL,CHOQUE,1
05.04.20,Vias Municipais,5,ABRIL,2020,2020.04,DOMINGO,06:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SAPOPEMBA,"16878,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23620966,-46458501,,AUTOMOVEL,CHOQUE,1
04.04.20,Vias Municipais,4,ABRIL,2020,2020.04,SABADO,22:43:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CARLOS ALBERTO BASTOS MACHADO,"1218,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23772242,-46694221,AUTOMOVEL,MOTOCICLETA,COLISAO,1
04.04.20,Vias Municipais,4,ABRIL,2020,2020.04,SABADO,19:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA GENERAL AMERICANO FREIRE,"230,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23539036,-46410543,ONIBUS,MOTOCICLETA,COLISAO,1
04.04.20,Vias Municipais,4,ABRIL,2020,2020.04,SABADO,20:45:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JORNALISTA ROBERTO MARINHO,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23618503,-46683186,,MOTOCICLETA,NAO DISPONIVEL,1
29.03.20,Vias Municipais,2,ABRIL,2020,2020.04,DOMINGO,19:15:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DAS NACOES UNIDAS,"23000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23679248,-46696445,AUTOMOVEL,AUTOMOVEL,COLISAO,1
28.03.20,Vias Municipais,1,ABRIL,2020,2020.04,SABADO,20:16:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALEXIOS JAFET,"1500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443166,-46748768,,AUTOMOVEL,OUTROS,1
30.03.20,Vias Municipais,30,MARCO,2020,2020.03,SEGUNDA,05:04:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA GIOVANNI BONONCINI,"361,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23738137,-46697737,ONIBUS,MOTOCICLETA,COLISAO,1
30.03.20,Vias Municipais,30,MARCO,2020,2020.03,SEGUNDA,05:04:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA GIOVANNI BONONCINI,"361,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23738137,-46697737,ONIBUS,MOTOCICLETA,COLISAO,1
30.03.20,Vias Municipais,30,MARCO,2020,2020.03,SEGUNDA,14:05:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA JOAQUIM RIBEIRO,"97,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23474843,-46704502,,AUTOMOVEL,CHOQUE,1
29.03.20,Vias Municipais,29,MARCO,2020,2020.03,DOMINGO,08:07:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA CORNELIO DE ARZAO,"512,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23518067,-46395803,,MOTOCICLETA,CHOQUE,1
29.03.20,Vias Municipais,29,MARCO,2020,2020.03,DOMINGO,08:07:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA CORNELIO DE ARZAO,"512,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23518067,-46395803,,MOTOCICLETA,CHOQUE,1
28.03.20,Vias Municipais,29,MARCO,2020,2020.03,SABADO,20:16:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALEXIOS JAFET,"1500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443166,-46748768,,AUTOMOVEL,OUTROS,1
26.03.20,Vias Municipais,29,MARCO,2020,2020.03,QUINTA,14:26:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SALIM FARAH MALUF,"1771,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23545295,-46579558,,MOTOCICLETA,COLISAO,1
29.03.20,Vias Municipais,29,MARCO,2020,2020.03,DOMINGO,14:10:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ATLANTICA,"1589,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23680325,-46713075,MOTOCICLETA,MOTOCICLETA,COLISAO,1
28.03.20,Vias Municipais,28,MARCO,2020,2020.03,SABADO,23:15:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA MONTE ALEGRE DO SUL,"9,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2344575,-46706297,,MOTOCICLETA,OUTROS,1
12.03.20,Vias Municipais,28,MARCO,2020,2020.03,QUINTA,11:44:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DE ITAPECERICA,"4810,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23659665,-46774317,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
28.03.20,Vias Municipais,28,MARCO,2020,2020.03,SABADO,01:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA VINTE E CINCO DE MARCO,"58,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23548987,-46630363,,PEDESTRE,ATROPELAMENTO,1
28.03.20,Vias Municipais,28,MARCO,2020,2020.03,SABADO,20:16:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALEXIOS JAFET,"1500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23443166,-46748768,,AUTOMOVEL,OUTROS,1
