data_acidente,tipo_via,dia_acidente,mes_acidente,ano_acidente,ano_e_mes,dia_da_semana,hora_acidente,turno,municipio,regiao_administrativa,logradouro,numero_KM,jurisdicao,administracao,conservacao,LAT_(GEO),LONG_(GEO),outro_veiculo_envolvido,veiculo_vitima,tipo_acidente,fatal
13.06.20,Vias Municipais,22,JUNHO,2020,2020.06,SABADO,18:04:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ANGELO CRISTIANINI,"393,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23684723,-46637571,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
22.06.20,Vias Municipais,22,JUNHO,2020,2020.06,SEGUNDA,04:46:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA JOAO LANG,"1200,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23864088,-46653751,,AUTOMOVEL,CHOQUE,1
21.06.20,Rodovias,21,JUNHO,2020,2020.06,DOMINGO,07:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,SP 330,"15,6",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-23,496,377,163,378,900","-4,675,484,240,663,740",ONIBUS,MOTOCICLETA,COLISAO,1
21.06.20,Vias Municipais,21,JUNHO,2020,2020.06,DOMINGO,05:06:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SAO MIGUEL,"5960,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23505958,-46476136,AUTOMOVEL,AUTOMOVEL,COLISAO,1
21.06.20,Vias Municipais,21,JUNHO,2020,2020.06,DOMINGO,05:06:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SAO MIGUEL,"5960,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23505958,-46476136,AUTOMOVEL,AUTOMOVEL,COLISAO,1
21.06.20,Vias Municipais,21,JUNHO,2020,2020.06,DOMINGO,03:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA IRMAO DEODORO,"431,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23547565,-46420199,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
21.06.20,Vias Municipais,21,JUNHO,2020,2020.06,DOMINGO,20:38:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA YERVANT KISSAJIKIAN,"896,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23669524,-46670587,,AUTOMOVEL,CHOQUE,1
20.06.20,Rodovias,20,JUNHO,2020,2020.06,SABADO,21:06:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,SP 330,"23,7",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-23,438,913,369,037,600","-46,785,909,470,938,600",AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
19.06.20,Vias Municipais,19,JUNHO,2020,2020.06,SEXTA,16:10:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,VIA ELEVADO PRESIDENTE JOAO GOULART,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,-23534022,-4665522,,MOTOCICLETA,CHOQUE,1
31.03.20,Vias Municipais,18,JUNHO,2020,2020.06,TERCA,06:50:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA AMADOR BUENO DA VEIGA,"3282,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23520438,-46514794,AUTOMOVEL,MOTOCICLETA,COLISAO,1
10.06.20,NAO DISPONIVEL,18,JUNHO,2020,2020.06,QUARTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
18.06.20,Vias Municipais,18,JUNHO,2020,2020.06,QUINTA,06:17:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ALCANTARA MACHADO,"1735,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23550735,-46607873,,PEDESTRE,ATROPELAMENTO,1
07.06.20,NAO DISPONIVEL,18,JUNHO,2020,2020.06,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
17.06.20,Rodovias,17,JUNHO,2020,2020.06,QUARTA,04:40:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,SP 330,"14,0",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-2,350,741,354,292,230","-4,674,739,669,221,140",CAMINHAO,PEDESTRE,ATROPELAMENTO,1
13.06.20,Vias Municipais,16,JUNHO,2020,2020.06,SABADO,00:16:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA HEBE CAMARGO,"159,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23626264,-46726924,,MOTOCICLETA,CHOQUE,1
15.06.20,Vias Municipais,15,JUNHO,2020,2020.06,SEGUNDA,18:45:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MIGUEL DE CASTRO,"259,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23482183,-46720128,AUTOMOVEL,MOTOCICLETA,COLISAO,1
15.06.20,Vias Municipais,15,JUNHO,2020,2020.06,SEGUNDA,17:09:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ITAQUERA,"7824,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23542801,-46459063,ONIBUS,PEDESTRE,ATROPELAMENTO,1
14.06.20,Vias Municipais,14,JUNHO,2020,2020.06,DOMINGO,16:54:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PER,"5275,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23669026,-46633526,,AUTOMOVEL,CHOQUE,1
25.05.20,Vias Municipais,14,JUNHO,2020,2020.06,SEGUNDA,03:41:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA MAJOR LUCIO DIAS RAMOS,"300,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23767686,-4668227,,MOTOCICLETA,OUTROS,1
14.06.20,Vias Municipais,14,JUNHO,2020,2020.06,DOMINGO,06:05:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,RUA NOSSA SENHORA DO BOM CONSELHO,"310,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23645903,-46756885,,MOTOCICLETA,CHOQUE,1
13.06.20,Vias Municipais,14,JUNHO,2020,2020.06,SABADO,21:51:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA ITAJURBE,"366,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23499896,-46392303,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
13.06.20,Vias Municipais,13,JUNHO,2020,2020.06,SABADO,10:26:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PROFESSOR HERMOGENES DE FREITAS LEITAO FILHO,"3000,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23796142,-46711125,AUTOMOVEL,MOTOCICLETA,OUTROS,1
08.06.20,NAO DISPONIVEL,12,JUNHO,2020,2020.06,SEGUNDA,23:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
08.06.20,NAO DISPONIVEL,11,JUNHO,2020,2020.06,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,1
10.06.20,Rodovias,10,JUNHO,2020,2020.06,QUARTA,01:06:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,SP 015,"23,24",ESTADUAL,PREFEITURA,PREFEITURA,"-2,353,314,951,512,230","-4,674,743,585,262,660",,MOTOCICLETA,OUTROS,1
09.06.20,Rodovias,9,JUNHO,2020,2020.06,TERCA,08:00:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,SP 348,"28,27",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,-233915611,-467686721,CAMINHAO,PEDESTRE,ATROPELAMENTO,1
09.06.20,Vias Municipais,9,JUNHO,2020,2020.06,TERCA,06:10:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA GIOVANNI GRONCHI,"5491,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23627858,-46735811,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
09.06.20,Vias Municipais,9,JUNHO,2020,2020.06,TERCA,15:01:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA MMDC,"366,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2357206,-46709483,ONIBUS,PEDESTRE,ATROPELAMENTO,1
07.06.20,Vias Municipais,7,JUNHO,2020,2020.06,DOMINGO,18:59:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JOSE HIGINO NEVES,"800,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23564643,-46404305,AUTOMOVEL,MOTOCICLETA,COLISAO,1
07.06.20,Vias Municipais,7,JUNHO,2020,2020.06,DOMINGO,10:15:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JACU PESSEGO,"5550,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23538898,-4645058,,AUTOMOVEL,CHOQUE,1
07.06.20,Vias Municipais,7,JUNHO,2020,2020.06,DOMINGO,10:15:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JACU PESSEGO,"5550,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23538898,-4645058,,AUTOMOVEL,CHOQUE,1
07.06.20,Vias Municipais,7,JUNHO,2020,2020.06,DOMINGO,02:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CAMPANELLA,"2092,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23534302,-46456376,,AUTOMOVEL,CHOQUE,1
07.06.20,Vias Municipais,7,JUNHO,2020,2020.06,DOMINGO,02:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CAMPANELLA,"2092,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23534302,-46456376,,AUTOMOVEL,CHOQUE,1
04.06.20,Vias Municipais,4,JUNHO,2020,2020.06,QUINTA,12:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JOSE PINHEIRO BORGES,"60,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23539169,-46470782,,AUTOMOVEL,CHOQUE,1
03.06.20,Vias Municipais,3,JUNHO,2020,2020.06,QUARTA,11:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ELISIO TEIXEIRA LEITE,"4706,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23459252,-46715214,CAMINHAO,PEDESTRE,ATROPELAMENTO,1
02.06.20,Vias Municipais,2,JUNHO,2020,2020.06,TERCA,18:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA CIPRIANO RODRIGUES,"875,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23576598,-46526697,CAMINHAO,MOTOCICLETA,COLISAO,1
05.05.20,NAO DISPONIVEL,2,JUNHO,2020,2020.06,TERCA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
07.03.20,Vias Municipais,1,JUNHO,2020,2020.06,SABADO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ARICANDUVA,"5555,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23567323,-46505663,,MOTOCICLETA,NAO DISPONIVEL,1
30.05.20,Vias Municipais,1,JUNHO,2020,2020.06,SABADO,18:14:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MARECHAL TITO,"1638,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23495407,-46430307,ONIBUS,BICICLETA,COLISAO,1
01.06.20,NAO DISPONIVEL,1,JUNHO,2020,2020.06,SEGUNDA,00:38:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
31.05.20,Rodovias,31,MAIO,2020,2020.05,DOMINGO,11:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,SP 015,"9,9",MUNICIPAL,PREFEITURA,PREFEITURA,"-23,610,395,841,010,800","-4,669,791,578,060,780",,MOTOCICLETA,OUTROS,1
31.05.20,NAO DISPONIVEL,31,MAIO,2020,2020.05,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,NAO DISPONIVEL,1
31.05.20,Vias Municipais,31,MAIO,2020,2020.05,DOMINGO,14:08:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA TRES IRMAOS,"2,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2358483,-46718287,,BICICLETA,OUTROS,1
06.09.17,Vias Municipais,30,MAIO,2020,2020.05,QUARTA,13:41:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA HILDEBRANDO SIQUEIRA,"444,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23660492,-46640355,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
30.05.20,Vias Municipais,30,MAIO,2020,2020.05,SABADO,18:41:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA BRIGADEIRO GAVIAO PEIXOTO,"552,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23525354,-46715595,,BICICLETA,OUTROS,1
30.05.20,Vias Municipais,30,MAIO,2020,2020.05,SABADO,20:40:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA SADAMU INOUE,"8051,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23796603,-46730562,AUTOMOVEL,MOTOCICLETA,COLISAO,1
30.05.20,Vias Municipais,30,MAIO,2020,2020.05,SABADO,20:40:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA SADAMU INOUE,"8051,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23796603,-46730562,AUTOMOVEL,MOTOCICLETA,COLISAO,1
30.05.20,Vias Municipais,30,MAIO,2020,2020.05,SABADO,13:34:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DO CAMPO LIMPO,"2374,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23636974,-46768752,MOTOCICLETA,MOTOCICLETA,COLISAO,1
29.05.20,Vias Municipais,29,MAIO,2020,2020.05,SEXTA,08:44:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PROFESSOR ABRAAO DE MORAIS,"1800,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23616412,-46627472,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
29.05.20,Vias Municipais,29,MAIO,2020,2020.05,SEXTA,04:51:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA NAPOLEAO DE BARROS,"715,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23597679,-4664397,,MOTOCICLETA,OUTROS,1
29.05.20,Vias Municipais,29,MAIO,2020,2020.05,SEXTA,14:15:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA ERMANO MARCHETTI,"295,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23514768,-46699788,AUTOMOVEL,MOTOCICLETA,COLISAO,1
24.08.17,NAO DISPONIVEL,28,MAIO,2020,2020.05,QUINTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
03.05.20,Vias Municipais,28,MAIO,2020,2020.05,DOMINGO,15:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA PONTA DE LUCENA,"88,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23560518,-46456329,,MOTOCICLETA,CHOQUE,1
27.05.20,Vias Municipais,28,MAIO,2020,2020.05,QUARTA,18:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA PROFESSORA JOANA FAGUNDES,"24,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23543359,-46425512,,PEDESTRE,ATROPELAMENTO,1
28.05.20,Vias Municipais,28,MAIO,2020,2020.05,QUINTA,03:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA PADRE ESTANISLAU DE CAMPOS,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23549605,-46483305,AUTOMOVEL,MOTOCICLETA,COLISAO,1
27.05.20,Vias Municipais,27,MAIO,2020,2020.05,QUARTA,17:30:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA SALVADOR GIANETTI,"500,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23542362,-46417599,AUTOMOVEL,MOTOCICLETA,COLISAO,1
26.05.20,Rodovias,26,MAIO,2020,2020.05,TERCA,14:23:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,SP 330,"12,0",ESTADUAL,CONCESSION\'c1RIA-ARTESP,AUTOBAN,"-23,510,239,357,140,300","-4,672,888,797,827,150",CAMINHAO,MOTOCICLETA,COLISAO,1
21.05.20,Vias Municipais,26,MAIO,2020,2020.05,QUINTA,16:27:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA VIRAJUBA,"275,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23466928,-46690864,,MOTOCICLETA,CHOQUE,1
13.04.20,NAO DISPONIVEL,25,MAIO,2020,2020.05,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,ATROPELAMENTO,1
24.05.20,Vias Municipais,24,MAIO,2020,2020.05,DOMINGO,19:46:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA TRUMAIN,"495,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23566086,-4653609,AUTOMOVEL,BICICLETA,COLISAO,1
23.05.20,Vias Municipais,24,MAIO,2020,2020.05,SABADO,23:22:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA MOREIRA GUIMARAES,"62235,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23608509,-46653024,CAMINHAO,MOTOCICLETA,COLISAO,1
24.05.20,Vias Municipais,24,MAIO,2020,2020.05,DOMINGO,17:55:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA ALZIRO ZARUR,"12,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23567345,-46484767,AUTOMOVEL,MOTOCICLETA,COLISAO,1
22.05.20,Vias Municipais,22,MAIO,2020,2020.05,SEXTA,17:48:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DO M BOI MIRIM,"2988,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23677177,-46760141,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
22.05.20,Vias Municipais,22,MAIO,2020,2020.05,SEXTA,00:22:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DOS GURIS,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23499376,-46456906,,MOTOCICLETA,OUTROS,1
20.05.20,Vias Municipais,21,MAIO,2020,2020.05,QUARTA,22:00:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA GONCALO FERNANDES,"85,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23675159,-46747253,,MOTOCICLETA,OUTROS,1
21.05.20,Vias Municipais,21,MAIO,2020,2020.05,QUINTA,02:00:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA INAJAR DE SOUZA,"2100,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23486596,-46681687,,MOTOCICLETA,OUTROS,1
21.05.20,Vias Municipais,21,MAIO,2020,2020.05,QUINTA,02:43:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA AGUAPEI,"214,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23551946,-46559989,,AUTOMOVEL,CHOQUE,1
21.05.20,Vias Municipais,21,MAIO,2020,2020.05,QUINTA,02:43:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,RUA AGUAPEI,"214,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23551946,-46559989,,AUTOMOVEL,CHOQUE,1
21.05.20,Vias Municipais,21,MAIO,2020,2020.05,QUINTA,18:34:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA DO ARVOREIRO,"107,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23732248,-46695515,,BICICLETA,OUTROS,1
28.03.20,Vias Municipais,20,MAIO,2020,2020.05,SABADO,22:20:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SALIM FARAH MALUF,"1520,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23545501,-46580077,,MOTOCICLETA,OUTROS,1
20.05.20,Vias Municipais,20,MAIO,2020,2020.05,QUARTA,13:44:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA NOVE DE JULHO,"5198,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23578256,-46675439,ONIBUS,MOTOCICLETA,OUTROS,1
20.05.20,Vias Municipais,20,MAIO,2020,2020.05,QUARTA,22:13:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA JARDIM JAPAO,"1462,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23478448,-4658306,AUTOMOVEL,MOTOCICLETA,COLISAO,1
20.05.20,Vias Municipais,20,MAIO,2020,2020.05,QUARTA,23:45:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA LEITAO DA CUNHA,"1482,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2363764,-4675043,,MOTOCICLETA,OUTROS,1
18.05.20,Vias Municipais,18,MAIO,2020,2020.05,SEGUNDA,10:15:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DE ITAPECERICA,"5152,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23660438,-46777411,ONIBUS,PEDESTRE,ATROPELAMENTO,1
17.05.20,Rodovias,17,MAIO,2020,2020.05,DOMINGO,14:15:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,SP 160,"11,9",ESTADUAL,CONCESSION\'c1RIA-ARTESP,ECOVIAS,"-23,656,205,755,587,900","-4,663,386,355,474,670",AUTOMOVEL,PEDESTRE,ATROPELAMENTO,1
17.05.20,Vias Municipais,17,MAIO,2020,2020.05,DOMINGO,00:10:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SANTA INES,"3256,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23460044,-46644103,AUTOMOVEL,MOTOCICLETA,COLISAO,1
17.05.20,Vias Municipais,17,MAIO,2020,2020.05,DOMINGO,16:18:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA JOAO CORDEIRO,"57,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23497468,-4670158,ONIBUS,MOTOCICLETA,COLISAO,1
17.05.20,Vias Municipais,17,MAIO,2020,2020.05,DOMINGO,02:50:00,MADRUGADA,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA COMENDADOR SANTANNA,"774,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23673734,-46773611,,MOTOCICLETA,OUTROS,1
17.05.20,Vias Municipais,17,MAIO,2020,2020.05,DOMINGO,13:26:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA MICHEL OUCHANA,"94,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2346017,-4658194,,AUTOMOVEL,CHOQUE,1
17.05.20,Vias Municipais,17,MAIO,2020,2020.05,DOMINGO,19:30:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,RUA SOUZA E FARIA,"14,0",MUNICIPAL,PREFEITURA,PREFEITURA,-2361537,-46457072,,MOTOCICLETA,OUTROS,1
16.05.20,Rodovias,16,MAIO,2020,2020.05,SABADO,12:45:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,SP 021,"9,3",ESTADUAL,CONCESSION\'c1RIA-ARTESP,CCR RODOANEL,"-23,468,240,233,458,800","-4,679,990,218,085,310",AUTOMOVEL,MOTOCICLETA,COLISAO,1
15.05.20,Vias Municipais,16,MAIO,2020,2020.05,SEXTA,11:40:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,ESTRADA DO M BOI MIRIM,"896,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23671791,-46741623,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
15.05.20,Vias Municipais,15,MAIO,2020,2020.05,SEXTA,19:23:00,NOITE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA SALIM FARAH MALUF,"2380,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23550452,-46578656,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
15.05.20,Vias Municipais,15,MAIO,2020,2020.05,SEXTA,12:47:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,RUA COPENHAGUE,"31,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23541216,-46418498,MOTOCICLETA,PEDESTRE,ATROPELAMENTO,1
15.05.20,Vias Municipais,15,MAIO,2020,2020.05,SEXTA,12:00:00,TARDE,SAO PAULO,Metropolitana de SAO Paulo,AVENIDA EMBAIXADOR MACEDO SOARES,"1018,0",MUNICIPAL,PREFEITURA,PREFEITURA,-23514278,-46723932,CAMINHAO,MOTOCICLETA,COLISAO,1
13.05.20,Rodovias,13,MAIO,2020,2020.05,QUARTA,06:50:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,SP 160,"11,46",ESTADUAL,CONCESSION\'c1RIA-ARTESP,ECOVIAS,-236524417,-466338782,,MOTOCICLETA,CHOQUE,1
13.05.20,NAO DISPONIVEL,13,MAIO,2020,2020.05,QUARTA,07:13:00,MANHA,SAO PAULO,Metropolitana de SAO Paulo,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,MOTOCICLETA,OUTROS,1
